symbol,security,esgScores
MO,Altria,"{'maxAge': 86400, 'totalEsg': {'raw': 23.99, 'fmt': '24.0'}, 'environmentScore': {'raw': 4.66, 'fmt': '4.7'}, 'socialScore': {'raw': 12.98, 'fmt': '13.0'}, 'governanceScore': {'raw': 6.35, 'fmt': '6.3'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 88, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Food Products', 'relatedControversy': ['Employee Incidents', 'Customer Incidents', 'Society & Community Incidents', 'Business Ethics Incidents', 'Governance Incidents', 'Public Policy Incidents'], 'peerEsgScorePerformance': {'min': 13.55, 'avg': 27.763636363636376, 'max': 48.96}, 'peerGovernancePerformance': {'min': 3.88, 'avg': 6.332840909090908, 'max': 11.73}, 'peerSocialPerformance': {'min': 4.32, 'avg': 10.916022727272722, 'max': 20.23}, 'peerEnvironmentPerformance': {'min': 3.57, 'avg': 10.513977272727272, 'max': 22.18}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.102272727272727, 'max': 4.0}, 'percentile': {'raw': 39.98, 'fmt': '40'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': True, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': True}"
AMZN,Amazon,"{'maxAge': 86400, 'totalEsg': {'raw': 30.28, 'fmt': '30.3'}, 'environmentScore': {'raw': 5.59, 'fmt': '5.6'}, 'socialScore': {'raw': 14.8, 'fmt': '14.8'}, 'governanceScore': {'raw': 9.89, 'fmt': '9.9'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 54, 'esgPerformance': 'OUT_PERF', 'peerGroup': 'Retailing', 'relatedControversy': ['Employee Incidents', 'Social Supply Chain Incidents', 'Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 10.11, 'avg': 16.178148148148146, 'max': 30.28}, 'peerGovernancePerformance': {'min': 2.73, 'avg': 5.406666666666665, 'max': 9.89}, 'peerSocialPerformance': {'min': 4.61, 'avg': 7.676875000000002, 'max': 14.8}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 2.86, 'max': 8.56}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.9444444444444444, 'max': 3.0}, 'percentile': {'raw': 64.44, 'fmt': '64'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AMCR,Amcor,
AMD,AMD,
AEE,Ameren,"{'maxAge': 86400, 'totalEsg': {'raw': 29.53, 'fmt': '29.5'}, 'environmentScore': {'raw': 14.11, 'fmt': '14.1'}, 'socialScore': {'raw': 9.93, 'fmt': '9.9'}, 'governanceScore': {'raw': 5.49, 'fmt': '5.5'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 91, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Utilities', 'relatedControversy': ['Operations Incidents', 'Employee Incidents'], 'peerEsgScorePerformance': {'min': 8.44, 'avg': 29.322527472527483, 'max': 69.69}, 'peerGovernancePerformance': {'min': 3.36, 'avg': 6.387906976744186, 'max': 9.93}, 'peerSocialPerformance': {'min': 2.71, 'avg': 10.069767441860462, 'max': 34.78}, 'peerEnvironmentPerformance': {'min': 1.27, 'avg': 12.562209302325577, 'max': 28.57}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6373626373626373, 'max': 5.0}, 'percentile': {'raw': 63.46, 'fmt': '63'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AAL,American Airlines Group,"{'maxAge': 86400, 'totalEsg': {'raw': 29.1, 'fmt': '29.1'}, 'environmentScore': {'raw': 11.53, 'fmt': '11.5'}, 'socialScore': {'raw': 12.31, 'fmt': '12.3'}, 'governanceScore': {'raw': 5.26, 'fmt': '5.3'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 33, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Transportation', 'relatedControversy': ['Employee Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 12.74, 'avg': 24.48575757575758, 'max': 33.91}, 'peerGovernancePerformance': {'min': 2.85, 'avg': 5.410666666666668, 'max': 7.3}, 'peerSocialPerformance': {'min': 3.36, 'avg': 10.493000000000002, 'max': 16.59}, 'peerEnvironmentPerformance': {'min': 3.0, 'avg': 8.286, 'max': 12.86}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.5151515151515151, 'max': 3.0}, 'percentile': {'raw': 61.51, 'fmt': '62'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AEP,American Electric Power,"{'maxAge': 86400, 'totalEsg': {'raw': 25.81, 'fmt': '25.8'}, 'environmentScore': {'raw': 12.84, 'fmt': '12.8'}, 'socialScore': {'raw': 7.54, 'fmt': '7.5'}, 'governanceScore': {'raw': 5.43, 'fmt': '5.4'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 107, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Utilities', 'relatedControversy': ['Public Policy Incidents'], 'peerEsgScorePerformance': {'min': 8.44, 'avg': 29.193925233644865, 'max': 69.52}, 'peerGovernancePerformance': {'min': 3.5, 'avg': 6.411346153846154, 'max': 9.93}, 'peerSocialPerformance': {'min': 3.26, 'avg': 9.910096153846151, 'max': 34.78}, 'peerEnvironmentPerformance': {'min': 1.27, 'avg': 12.56307692307692, 'max': 28.57}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.794392523364486, 'max': 5.0}, 'percentile': {'raw': 47.31, 'fmt': '47'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': True, 'pesticides': False, 'palmOil': False, 'coal': True, 'tobacco': False}"
AXP,American Express,"{'maxAge': 86400, 'totalEsg': {'raw': 18.38, 'fmt': '18.4'}, 'environmentScore': {'raw': 0.05, 'fmt': '0.1'}, 'socialScore': {'raw': 8.37, 'fmt': '8.4'}, 'governanceScore': {'raw': 9.95, 'fmt': '9.9'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 86, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Diversified Financials', 'relatedControversy': ['Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 8.16, 'avg': 19.482906976744182, 'max': 36.83}, 'peerGovernancePerformance': {'min': 5.03, 'avg': 9.919166666666666, 'max': 19.3}, 'peerSocialPerformance': {'min': 1.62, 'avg': 8.123333333333331, 'max': 16.34}, 'peerEnvironmentPerformance': {'min': 0.0, 'avg': 1.2188095238095233, 'max': 3.1}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.569767441860465, 'max': 4.0}, 'percentile': {'raw': 20.03, 'fmt': '20'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AIG,American International Group,"{'maxAge': 86400, 'totalEsg': {'raw': 25.32, 'fmt': '25.3'}, 'environmentScore': {'raw': 1.87, 'fmt': '1.9'}, 'socialScore': {'raw': 9.67, 'fmt': '9.7'}, 'governanceScore': {'raw': 13.79, 'fmt': '13.8'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 96, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Insurance', 'relatedControversy': ['Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 9.29, 'avg': 21.185416666666665, 'max': 44.52}, 'peerGovernancePerformance': {'min': 4.41, 'avg': 10.650425531914896, 'max': 16.65}, 'peerSocialPerformance': {'min': 3.89, 'avg': 8.766702127659576, 'max': 13.76}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 1.4494680851063833, 'max': 3.16}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.46875, 'max': 4.0}, 'percentile': {'raw': 45.32, 'fmt': '45'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AMT,American Tower,"{'maxAge': 86400, 'totalEsg': {'raw': 10.94, 'fmt': '10.9'}, 'environmentScore': {'raw': 2.36, 'fmt': '2.4'}, 'socialScore': {'raw': 3.56, 'fmt': '3.6'}, 'governanceScore': {'raw': 5.02, 'fmt': '5.0'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 1.0, 'peerCount': 104, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Real Estate', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 4.67, 'avg': 14.004326923076919, 'max': 29.55}, 'peerGovernancePerformance': {'min': 3.06, 'avg': 6.074851485148514, 'max': 14.37}, 'peerSocialPerformance': {'min': 0.82, 'avg': 4.222673267326733, 'max': 10.15}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 3.650594059405941, 'max': 8.28}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 0.5480769230769231, 'max': 4.0}, 'percentile': {'raw': 3.23, 'fmt': '3'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AWK,American Water Works,"{'maxAge': 86400, 'totalEsg': {'raw': 21.89, 'fmt': '21.9'}, 'environmentScore': {'raw': 9.04, 'fmt': '9.0'}, 'socialScore': {'raw': 7.58, 'fmt': '7.6'}, 'governanceScore': {'raw': 5.27, 'fmt': '5.3'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 91, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Utilities', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 8.44, 'avg': 29.322527472527483, 'max': 69.69}, 'peerGovernancePerformance': {'min': 3.36, 'avg': 6.387906976744186, 'max': 9.93}, 'peerSocialPerformance': {'min': 2.71, 'avg': 10.069767441860462, 'max': 34.78}, 'peerEnvironmentPerformance': {'min': 1.27, 'avg': 12.562209302325577, 'max': 28.57}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6373626373626373, 'max': 5.0}, 'percentile': {'raw': 32.45, 'fmt': '32'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AMP,Ameriprise Financial,"{'maxAge': 86400, 'totalEsg': {'raw': 22.61, 'fmt': '22.6'}, 'environmentScore': {'raw': 2.57, 'fmt': '2.6'}, 'socialScore': {'raw': 7.22, 'fmt': '7.2'}, 'governanceScore': {'raw': 12.82, 'fmt': '12.8'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 66, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Diversified Financials', 'relatedControversy': ['Employee Incidents', 'Business Ethics Incidents', 'Governance Incidents'], 'peerEsgScorePerformance': {'min': 8.16, 'avg': 19.247727272727268, 'max': 36.83}, 'peerGovernancePerformance': {'min': 4.39, 'avg': 9.970312499999997, 'max': 19.3}, 'peerSocialPerformance': {'min': 1.7, 'avg': 7.7134375, 'max': 16.34}, 'peerEnvironmentPerformance': {'min': 0.02, 'avg': 1.2809375, 'max': 3.63}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.393939393939394, 'max': 4.0}, 'percentile': {'raw': 35.18, 'fmt': '35'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AME,Ametek,"{'maxAge': 86400, 'totalEsg': {'raw': 24.08, 'fmt': '24.1'}, 'environmentScore': {'raw': 8.65, 'fmt': '8.6'}, 'socialScore': {'raw': 8.51, 'fmt': '8.5'}, 'governanceScore': {'raw': 6.92, 'fmt': '6.9'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 14, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Electrical Equipment', 'relatedControversy': ['Operations Incidents', 'Society & Community Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 13.41, 'avg': 21.68357142857143, 'max': 34.45}, 'peerGovernancePerformance': {'min': 3.81, 'avg': 6.49923076923077, 'max': 9.42}, 'peerSocialPerformance': {'min': 4.29, 'avg': 8.17769230769231, 'max': 11.36}, 'peerEnvironmentPerformance': {'min': 2.22, 'avg': 6.026153846153846, 'max': 9.56}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.5, 'max': 4.0}, 'percentile': {'raw': 41.14, 'fmt': '41'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AMGN,Amgen,"{'maxAge': 86400, 'totalEsg': {'raw': 22.04, 'fmt': '22.0'}, 'environmentScore': {'raw': 0.69, 'fmt': '0.7'}, 'socialScore': {'raw': 13.46, 'fmt': '13.5'}, 'governanceScore': {'raw': 7.89, 'fmt': '7.9'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 82, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Pharmaceuticals', 'relatedControversy': ['Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 11.2, 'avg': 25.3060975609756, 'max': 39.97}, 'peerGovernancePerformance': {'min': 4.91, 'avg': 8.814197530864194, 'max': 14.33}, 'peerSocialPerformance': {'min': 3.94, 'avg': 14.299012345679007, 'max': 21.06}, 'peerEnvironmentPerformance': {'min': 0.02, 'avg': 2.033086419753087, 'max': 5.26}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8780487804878048, 'max': 5.0}, 'percentile': {'raw': 32.32, 'fmt': '32'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': True, 'catholic': True, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
APH,Amphenol,"{'maxAge': 86400, 'totalEsg': {'raw': 21.35, 'fmt': '21.4'}, 'environmentScore': {'raw': 8.04, 'fmt': '8.0'}, 'socialScore': {'raw': 5.49, 'fmt': '5.5'}, 'governanceScore': {'raw': 7.81, 'fmt': '7.8'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 42, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Technology Hardware', 'relatedControversy': ['Employee Incidents'], 'peerEsgScorePerformance': {'min': 6.37, 'avg': 16.396190476190473, 'max': 25.68}, 'peerGovernancePerformance': {'min': 3.44, 'avg': 7.216499999999999, 'max': 10.05}, 'peerSocialPerformance': {'min': 2.24, 'avg': 6.10225, 'max': 11.4}, 'peerEnvironmentPerformance': {'min': 0.17, 'avg': 3.3959999999999995, 'max': 9.54}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.5, 'max': 4.0}, 'percentile': {'raw': 30.55, 'fmt': '31'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
ADI,Analog Devices,"{'maxAge': 86400, 'totalEsg': {'raw': 23.78, 'fmt': '23.8'}, 'environmentScore': {'raw': 10.13, 'fmt': '10.1'}, 'socialScore': {'raw': 7.74, 'fmt': '7.7'}, 'governanceScore': {'raw': 5.9, 'fmt': '5.9'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 0.0, 'peerCount': 28, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Semiconductors', 'peerEsgScorePerformance': {'min': 10.91, 'avg': 20.402857142857137, 'max': 31.38}, 'peerGovernancePerformance': {'min': 4.64, 'avg': 6.306666666666666, 'max': 9.67}, 'peerSocialPerformance': {'min': 2.59, 'avg': 5.937407407407408, 'max': 8.93}, 'peerEnvironmentPerformance': {'min': 2.26, 'avg': 7.7518518518518515, 'max': 14.83}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.1428571428571428, 'max': 4.0}, 'percentile': {'raw': 39.13, 'fmt': '39'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': True, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
ANSS,Ansys,"{'maxAge': 86400, 'totalEsg': {'raw': 13.05, 'fmt': '13.1'}, 'environmentScore': {'raw': 0.86, 'fmt': '0.9'}, 'socialScore': {'raw': 7.32, 'fmt': '7.3'}, 'governanceScore': {'raw': 4.86, 'fmt': '4.9'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 0.0, 'peerCount': 76, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Software & Services', 'peerEsgScorePerformance': {'min': 9.98, 'avg': 18.43026315789474, 'max': 49.81}, 'peerGovernancePerformance': {'min': 3.73, 'avg': 6.773243243243243, 'max': 34.36}, 'peerSocialPerformance': {'min': 4.98, 'avg': 9.715270270270274, 'max': 15.2}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 1.9593243243243244, 'max': 5.45}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.1842105263157894, 'max': 5.0}, 'percentile': {'raw': 6.33, 'fmt': '6'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
AON,Aon,
APA,APA Corporation,"{'maxAge': 86400, 'totalEsg': {'raw': 38.81, 'fmt': '38.8'}, 'environmentScore': {'raw': 21.98, 'fmt': '22.0'}, 'socialScore': {'raw': 8.88, 'fmt': '8.9'}, 'governanceScore': {'raw': 7.96, 'fmt': '8.0'}, 'ratingYear': 2021, 'ratingMonth': 3, 'highestControversy': 2.0, 'peerCount': 71, 'esgPerformance': 'OUT_PERF', 'peerGroup': 'Oil & Gas Producers', 'relatedControversy': ['Product & Service Incidents'], 'peerEsgScorePerformance': {'min': 14.51, 'avg': 37.98704225352114, 'max': 56.44}, 'peerGovernancePerformance': {'min': 5.24, 'avg': 8.78014925373134, 'max': 14.0}, 'peerSocialPerformance': {'min': 2.06, 'avg': 10.487462686567167, 'max': 19.31}, 'peerEnvironmentPerformance': {'min': 5.62, 'avg': 18.4465671641791, 'max': 29.53}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.9577464788732395, 'max': 5.0}, 'percentile': {'raw': 82.83, 'fmt': '83'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
